time,position_x,position_y,position_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,joint_LW_J_Pitch,joint_RW_J_Pitch,joint_LW_J_Flap,joint_RW_J_Flap
5.45,0,0,0,0,0,0,1,2.012,5.02308,-1.2563,5.00685
5.5,0,0,0,0,0,0,1,1.78984,2.90226,-1.50673,2.86973
5.55,0,0,0,0,0,0,1,1.55073,1.12677,-1.75947,1.09154
5.6,0,0,0,0,0,0,1,1.38449,0.904761,-1.93329,0.824242
5.65,0,0,0,0,0,0,1,1.28154,2.00201,-2.04616,1.90901
5.7,0,0,0,0,0,0,1,1.43771,4.14943,-1.88712,4.02829
5.75,0,0,0,0,0,0,1,1.44046,6.75335,-1.85672,6.62942
5.8,0,0,0,0,0,0,1,1.64062,8.83238,-1.65751,8.7071
5.85,0,0,0,0,0,0,1,2.03286,10.6996,-1.23607,10.5781
5.9,0,0,0,0,0,0,1,2.25558,10.8843,-0.983919,10.7988
5.95,0,0,0,0,0,0,1,2.31168,9.67971,-0.905039,9.58799
6,0,0,0,0,0,0,1,2.21236,7.50698,-0.964538,7.42574
6.05,0,0,0,0,0,0,1,2.24255,4.94847,-0.907999,4.87823
6.1,0,0,0,0,0,0,1,2.00168,3.73348,-1.12909,3.66037
6.15,0,0,0,0,0,0,1,1.77626,3.54197,-1.33025,3.46549
6.2,0,0,0,0,0,0,1,1.68669,5.04583,-1.38938,4.95226
6.25,0,0,0,0,0,0,1,1.50896,7.44242,-1.54774,7.35639
6.3,0,0,0,0,0,0,1,1.67146,9.50424,-1.38286,9.40353
6.35,0,0,0,0,0,0,1,1.8749,11.2699,-1.15846,11.1778
6.4,0,0,0,0,0,0,1,1.96934,11.2478,-1.05951,11.1567
6.45,0,0,0,0,0,0,1,1.94462,10.0411,-1.09293,9.93695
6.5,0,0,0,0,0,0,1,1.7184,7.80218,-1.31438,7.70517
6.55,0,0,0,0,0,0,1,1.67807,5.22901,-1.36071,5.13882
6.6,0,0,0,0,0,0,1,1.43476,4.12418,-1.62429,4.03344
6.65,0,0,0,0,0,0,1,1.20674,3.95519,-1.8679,3.87929
6.7,0,0,0,0,0,0,1,1.09177,5.4808,-1.99256,5.43472
6.75,0,0,0,0,0,0,1,0.971559,7.81389,-2.13374,7.78251
6.8,0,0,0,0,0,0,1,1.22796,9.85559,-1.89853,9.82239
6.85,0,0,0,0,0,0,1,1.46404,11.5188,-1.6765,11.4886
6.9,0,0,0,0,0,0,1,1.63944,11.3374,-1.51894,11.3014
6.95,0,0,0,0,0,0,1,1.70193,10.0764,-1.47606,10.0345
7,0,0,0,0,0,0,1,1.55842,7.7473,-1.6298,7.71452
7.05,0,0,0,0,0,0,1,1.60613,5.21826,-1.59181,5.17522
